 ,Date,Count,Count_Filtered,Site,Tow,Salinity,Temperature,BioVol,Volume_Filtered,BioVol_Filtered,
Psuedocalanus_sp,9/18/2024,17,0.00001132005736,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Temora_longicornis,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Metridia_lucens,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Evadne_nordmanni,9/18/2024,38,0.00002530365763,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Podon_polyphemoides,9/18/2024,8,0.000005327085816,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Beroe_sp,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Ctenophore_fragments,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Mnemiopsis_leidyi,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Anapagurus_hyndmanni,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Callianassa_sp,9/18/2024,1,0.000000665885727,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Carcinus_meanas,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Crangon_crangon,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Crangonid_larvae,9/18/2024,3,0.000001997657181,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Hippolytid_larvae,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Homarus_americanus,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Philocheras_sp,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Unidentified_decapod_larvae,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Unidentified_fish_larvae,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Unidentified_crab_zoea,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Unidentified_euphasiid_larvae,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Paralicntnys_dentatus,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Eutima_gracilis,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Obelia_sp,9/18/2024,3,0.000001997657181,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Sarsia_tubulosa,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Rathkea_sp,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Barnacle_larvae,9/18/2024,1,0.000000665885727,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Bivalve_larvae,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Eggs,9/18/2024,18,0.00001198594309,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Fish_eggs,9/18/2024,17,0.00001132005736,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Bivalve_veliger,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Gastropod_larvae,9/18/2024,10,0.00000665885727,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Cancer_borealis,9/18/2024,0,0,Ram,700,31.35,13.69,2,1501759.175,0.000001331771454,
Gammarus_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Hyperia_galba,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Semibalanus_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Acartia_sp,9/18/2024,900,0.01211502247,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Calanus_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Caligus_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Centropages_hamatus,9/18/2024,840,0.01130735431,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Centropages_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Centropages_typicus,9/18/2024,60,0.0008076681648,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Copepod_nauplii,9/18/2024,120,0.00161533633,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Tigriopus_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Labidocera_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Longipedia_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Eurytemora_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Oithona_sp,9/18/2024,180,0.002423004494,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Paracalanus_sp,9/18/2024,420,0.005653677154,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Psuedocalanus_sp,9/18/2024,600,0.008076681648,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Parvocalanus_crassirostris,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Temora_longicornis,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Evadne_nordmanni,9/18/2024,1500,0.02019170412,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Podon_polyphemoides,9/18/2024,300,0.004038340824,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Beroe_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Ctenophore_fragments,9/18/2024,60,0.0008076681648,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Mnemiopsis_leidyi,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Anapagurus_hyndmanni,9/18/2024,60,0.0008076681648,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Callianassa_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Carcinus_meanas,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Crangon_crangon,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Crangonid_larvae,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Hippolytid_larvae,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Homarus_americanus,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Philocheras_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Unidentified_decapod_larvae,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Unidentified_fish_larvae,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Paralicntnys_dentatus,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Eutima_gracilis,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Obelia_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Sarsia_tubulosa,9/18/2024,180,0.002423004494,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Rathkea_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Upogebia_sp,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Barnacle_larvae,9/18/2024,120,0.00161533633,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Bivalve_larvae,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Eggs,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Fish_eggs,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Gastropod_larvae,9/18/2024,240,0.003230672659,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Bivalve_veliger,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Metridia_lucens,9/18/2024,0,0,Ram,200,31.35,13.69,2,74287.93484,0.00002692227216,
Gammarus_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Hyperia_galba,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Semibalanus_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Acartia_sp,10/1/2024,360,0.001796524245,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Calanus_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Caligus_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Centropages_hamatus,10/1/2024,400,0.00199613805,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Centropages_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Centropages_typicus,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Copepod_nauplii,10/1/2024,40,0.000199613805,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Tigriopus_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Labidocera_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Longipedia_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Eurytemora_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Oithona_sp,10/1/2024,80,0.00039922761,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Paracalanus_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Psuedocalanus_sp,10/1/2024,120,0.0005988414149,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Parvocalanus_crassirostris,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Temora_longicornis,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Evadne_nordmanni,10/1/2024,280,0.001397296635,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Podon_polyphemoides,10/1/2024,280,0.001397296635,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Beroe_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Ctenophore_fragments,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Mnemiopsis_leidyi,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Anapagurus_hyndmanni,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Callianassa_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Carcinus_meanas,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Crangon_crangon,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Crangonid_larvae,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Hippolytid_larvae,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Homarus_americanus,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Philocheras_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Unidentified_decapod_larvae,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Unidentified_fish_larvae,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Paralicntnys_dentatus,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Eutima_gracilis,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Obelia_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Sarsia_tubulosa,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Rathkea_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Upogebia_sp,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Barnacle_larvae,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Bivalve_larvae,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Eggs,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Fish_eggs,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Gastropod_larvae,10/1/2024,80,0.00039922761,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Bivalve_veliger,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Metridia_lucens,10/1/2024,0,0,Ram,200,31.09,15.89,0.1,200386.9422,0.0000004990345124,
Gammarus_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Hyperia_galba,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Semibalanus_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Acartia_sp,10/9/2024,8,0.000007416341971,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Calanus_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Caligus_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Centropages_hamatus,10/9/2024,24,0.00002224902591,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Centropages_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Centropages_typicus,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Copepod_nauplii,10/9/2024,24,0.00002224902591,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Tigriopus_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Labidocera_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Longipedia_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Eurytemora_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Oithona_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Paracalanus_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Psuedocalanus_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Parvocalanus_crassirostris,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Temora_longicornis,10/9/2024,8,0.000007416341971,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Evadne_nordmanni,10/9/2024,248,0.0002299066011,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Podon_polyphemoides,10/9/2024,200,0.0001854085493,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Beroe_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Ctenophore_fragments,10/9/2024,8,0.000007416341971,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Mnemiopsis_leidyi,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Anapagurus_hyndmanni,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Callianassa_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Carcinus_meanas,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Crangon_crangon,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Crangonid_larvae,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Hippolytid_larvae,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Homarus_americanus,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Philocheras_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Unidentified_decapod_larvae,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Unidentified_fish_larvae,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Paralicntnys_dentatus,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Eutima_gracilis,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Obelia_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Sarsia_tubulosa,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Rathkea_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Upogebia_sp,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Barnacle_larvae,10/9/2024,24,0.00002224902591,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Bivalve_larvae,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Eggs,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Fish_eggs,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Gastropod_larvae,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Bivalve_veliger,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Metridia_lucens,10/9/2024,0,0,Ram,200,31.4,14.96,0.1,1078698.91,0.00000009270427463,
Gammarus_sp,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Hyperia_galba,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Semibalanus_sp,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Acartia_sp,10/9/2024,8,0.000005199151344,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Calanus_sp,10/9/2024,8,0.000005199151344,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Caligus_sp,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Centropages_hamatus,10/9/2024,804,0.0005225147101,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Centropages_sp,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Centropages_typicus,10/9/2024,396,0.0002573579915,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Copepod_nauplii,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Tigriopus_sp,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Labidocera_sp,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Longipedia_sp,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Oithona_sp,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Paracalanus_sp,10/9/2024,48,0.00003119490807,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Psuedocalanus_sp,10/9/2024,44,0.00002859533239,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Temora_longicornis,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Metridia_lucens,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Evadne_nordmanni,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Podon_polyphemoides,10/9/2024,12,0.000007798727017,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Beroe_sp,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Ctenophore_fragments,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Mnemiopsis_leidyi,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Anapagurus_hyndmanni,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Callianassa_sp,10/9/2024,8,0.000005199151344,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Carcinus_meanas,10/9/2024,8,0.000005199151344,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Crangon_crangon,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Crangonid_larvae,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Hippolytid_larvae,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Homarus_americanus,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Philocheras_sp,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Unidentified_decapod_larvae,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Unidentified_fish_larvae,10/9/2024,2,0.000001299787836,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Unidentified_crab_zoea,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Unidentified_euphasiid_larvae,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Paralicntnys_dentatus,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Eutima_gracilis,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Obelia_sp,10/9/2024,100,0.0000649893918,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Sarsia_tubulosa,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Rathkea_sp,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Barnacle_larvae,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Bivalve_larvae,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Eggs,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Fish_eggs,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Bivalve_veliger,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Gastropod_larvae,10/9/2024,4,0.000002599575672,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Cancer_borealis,10/9/2024,0,0,Ram,700,31.4,14.96,1,1538712.661,0.000000649893918,
Gammarus_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Hyperia_galba,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Semibalanus_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Acartia_sp,10/17/2024,192,0.001427719362,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Calanus_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Caligus_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Centropages_hamatus,10/17/2024,544,0.004045204858,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Centropages_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Centropages_typicus,10/17/2024,32,0.0002379532269,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Copepod_nauplii,10/17/2024,192,0.001427719362,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Tigriopus_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Labidocera_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Longipedia_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Eurytemora_sp,10/17/2024,128,0.0009518129077,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Oithona_sp,10/17/2024,128,0.0009518129077,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Paracalanus_sp,10/17/2024,128,0.0009518129077,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Psuedocalanus_sp,10/17/2024,448,0.003331345177,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Parvocalanus_crassirostris,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Temora_longicornis,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Evadne_nordmanni,10/17/2024,672,0.004997017766,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Podon_polyphemoides,10/17/2024,352,0.002617485496,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Beroe_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Ctenophore_fragments,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Mnemiopsis_leidyi,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Anapagurus_hyndmanni,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Callianassa_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Carcinus_meanas,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Crangon_crangon,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Crangonid_larvae,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Hippolytid_larvae,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Homarus_americanus,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Philocheras_sp,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
Unidentified_decapod_larvae,10/17/2024,0,0,Ram,200,31.97,11.84,3.4,134480.2103,0.00002528253036,
